"Employee_ID";"First_Name";"Last_Name";"Age";"Status";"Join_Date";"Salary";"Email";"Phone";"Performance_Score";"Remote_Work";"Department";"Region"
"EMP1071";"Heidi";"Johnson";"30";"Active";"2024-01-01";70000.97;"heidi.johnson@example.com";"+1-2884318847";"Average";"TRUE";"HR";"Florida"
"EMP1072";"Frank";"Smith";"";"Active";"2021-04-18";76812.47;"frank.smith@example.com";"+1-5200894345";"Poor";"FALSE";"Cloud Tech";"New York"
"EMP1073";"David";"Johnson";"25";"Inactive";"2023-01-16";82614.7;"david.johnson@example.com";"+1-8105485100";"Average";"TRUE";"Finance";"Florida"
"EMP1074";"Grace";"Jones";"40";"Active";"2024-10-20";111645.97;"grace.jones@example.com";"+1-7490753997";"Good";"TRUE";"Sales";"Nevada"
"EMP1075";"Heidi";"Johnson";"25";"Inactive";"2024-10-13";112414.91;"heidi.johnson@example.com";"+1-9354492682";"Good";"FALSE";"HR";"California"
"EMP1076";"David";"Brown";"40";"Inactive";"2022-09-21";52031.74;"david.brown@example.com";"+1-1589357125";"Good";"TRUE";"Admin";"California"
"EMP1077";"Grace";"Brown";"30";"Pending";"2022-12-29";51887.65;"grace.brown@example.com";"+1-6110627370";"Good";"FALSE";"Finance";"New York"
"EMP1078";"Alice";"Davis";"25";"Active";"2024-11-10";82318.89;"alice.davis@example.com";"+1-5869886496";"Good";"TRUE";"DevOps";"Florida"
"EMP1079";"Grace";"Brown";"35";"Inactive";"2021-11-22";103286.08;"grace.brown@example.com";"+1-6776228276";"Average";"FALSE";"Admin";"Florida"
"EMP1080";"Grace";"Davis";"35";"Active";"2024-03-14";87759.33;"grace.davis@example.com";"+1-2881377027";"Average";"FALSE";"Cloud Tech";"Florida"
"EMP1081";"Frank";"Brown";"30";"Pending";"2020-03-23";102796.32;"frank.brown@example.com";"+1-5196115939";"Good";"FALSE";"DevOps";"Texas"
"EMP1082";"David";"Jones";"25";"Active";"2020-09-15";83149.27;"david.jones@example.com";"+1-8215454469";"Poor";"TRUE";"Sales";"New York"
"EMP1083";"David";"Garcia";"40";"Inactive";"2020-12-09";92412.49;"david.garcia@example.com";"+1-2296044326";"Excellent";"TRUE";"DevOps";"California"
"EMP1084";"Bob";"Davis";"30";"Pending";"2020-02-22";115022.1;"bob.davis@example.com";"+1-185106793";"Good";"FALSE";"HR";"Texas"
"EMP1085";"Grace";"Williams";"40";"Active";"2023-04-27";98343.01;"grace.williams@example.com";"+1-9756792286";"Poor";"FALSE";"DevOps";"New York"
"EMP1086";"Bob";"Miller";"35";"Active";"2024-06-18";118869.1;"bob.miller@example.com";"+1-7725199662";"Excellent";"TRUE";"DevOps";"Illinois"
"EMP1087";"Frank";"Smith";"";"Inactive";"2020-05-21";85417.26;"frank.smith@example.com";"+1-6580741208";"Good";"TRUE";"Finance";"Nevada"
"EMP1088";"Grace";"Brown";"40";"Inactive";"2023-07-25";112410.25;"grace.brown@example.com";"+1-4818139889";"Good";"TRUE";"Cloud Tech";"Florida"
"EMP1089";"Charlie";"Johnson";"40";"Pending";"2023-08-25";68905.77;"charlie.johnson@example.com";"+1-9837801819";"Average";"FALSE";"Admin";"Nevada"
"EMP1090";"Heidi";"Garcia";"40";"Pending";"2021-07-03";72561.32;"heidi.garcia@example.com";"+1-4339718955";"Excellent";"TRUE";"Finance";"Nevada"
"EMP1091";"Bob";"Brown";"35";"Inactive";"2023-03-13";92723.22;"bob.brown@example.com";"+1-9070562607";"Excellent";"TRUE";"Finance";"New York"
"EMP1092";"Alice";"Johnson";"40";"Inactive";"2021-03-10";74837.75;"alice.johnson@example.com";"+1-5641118241";"Poor";"FALSE";"HR";"New York"
"EMP1093";"Eva";"Miller";"";"Pending";"2020-01-21";86163.91;"eva.miller@example.com";"+1-2412462094";"Average";"TRUE";"DevOps";"California"
"EMP1094";"David";"Miller";"40";"Active";"2023-11-15";83326.52;"david.miller@example.com";"+1-2004615264";"Average";"TRUE";"Finance";"Illinois"
"EMP1095";"Heidi";"Miller";"25";"Active";"2022-04-08";98425.1;"heidi.miller@example.com";"+1-4610339936";"Average";"TRUE";"Cloud Tech";"California"
"EMP1096";"Frank";"Johnson";"40";"Inactive";"2022-05-21";119764.2;"frank.johnson@example.com";"+1-8861405785";"Average";"FALSE";"Sales";"Illinois"
"EMP1097";"Frank";"Brown";"40";"Inactive";"2021-04-17";58445.91;"frank.brown@example.com";"+1-1706304890";"Excellent";"FALSE";"HR";"California"
"EMP1098";"Bob";"Miller";"";"Active";"2021-03-19";101702.33;"bob.miller@example.com";"+1-3824967182";"Excellent";"FALSE";"DevOps";"New York"
"EMP1099";"Eva";"Jones";"25";"Active";"2022-01-09";0.0;"eva.jones@example.com";"+1-2582386869";"Good";"FALSE";"Admin";"California"
"EMP1100";"Charlie";"Davis";"35";"Pending";"2021-08-21";98819.22;"charlie.davis@example.com";"+1-794200748";"Good";"FALSE";"Cloud Tech";"Texas"
"EMP1101";"Heidi";"Johnson";"25";"Inactive";"2022-08-19";83509.99;"heidi.johnson@example.com";"+1-4653984027";"Average";"FALSE";"Cloud Tech";"Illinois"
"EMP1102";"Alice";"Johnson";"35";"Active";"2022-03-31";84422.26;"alice.johnson@example.com";"+1-9141612845";"Average";"FALSE";"Finance";"Texas"
"EMP1103";"Alice";"Brown";"30";"Inactive";"2020-06-23";119574.27;"alice.brown@example.com";"+1-3985547434";"Average";"TRUE";"Admin";"Illinois"
"EMP1104";"Grace";"Johnson";"";"Active";"2024-05-07";86580.08;"grace.johnson@example.com";"+1-5379502096";"Good";"TRUE";"Sales";"Illinois"
"EMP1105";"Heidi";"Johnson";"35";"Inactive";"2023-03-10";93471.91;"heidi.johnson@example.com";"+1-26876810";"Poor";"FALSE";"Sales";"Florida"
"EMP1106";"Bob";"Miller";"30";"Inactive";"2023-09-14";55683.12;"bob.miller@example.com";"+1-8071569561";"Poor";"TRUE";"DevOps";"New York"
"EMP1107";"Bob";"Brown";"30";"Inactive";"2023-11-12";91566.78;"bob.brown@example.com";"+1-175370303";"Good";"TRUE";"Cloud Tech";"Florida"
"EMP1108";"David";"Miller";"35";"Pending";"2024-10-26";81782.19;"david.miller@example.com";"+1-5319433749";"Good";"FALSE";"DevOps";"California"
"EMP1109";"Eva";"Davis";"";"Inactive";"2020-08-23";88119.37;"eva.davis@example.com";"+1-4793036148";"Good";"TRUE";"DevOps";"New York"
"EMP1110";"Eva";"Garcia";"30";"Active";"2024-06-11";71532.83;"eva.garcia@example.com";"+1-8728399920";"Good";"TRUE";"Cloud Tech";"Texas"
"EMP1111";"Eva";"Davis";"40";"Pending";"2021-09-14";98981.36;"eva.davis@example.com";"+1-9212493842";"Good";"TRUE";"Cloud Tech";"Florida"
"EMP1112";"Heidi";"Garcia";"40";"Active";"2024-12-26";80242.01;"heidi.garcia@example.com";"+1-894870604";"Good";"TRUE";"Cloud Tech";"Illinois"
"EMP1113";"Eva";"Miller";"25";"Pending";"2024-09-08";110236.18;"eva.miller@example.com";"+1-6641877579";"Average";"TRUE";"Cloud Tech";"New York"
"EMP1114";"Alice";"Davis";"35";"Active";"2022-08-21";86327.47;"alice.davis@example.com";"+1-3046875062";"Average";"FALSE";"Sales";"Texas"
"EMP1115";"Eva";"Brown";"30";"Pending";"2024-07-25";84420.81;"eva.brown@example.com";"+1-5190361331";"Average";"FALSE";"Sales";"Florida"
"EMP1116";"Frank";"Smith";"40";"Pending";"2020-08-02";110041.32;"frank.smith@example.com";"+1-5411076094";"Average";"FALSE";"HR";"California"
"EMP1117";"Heidi";"Miller";"35";"Pending";"2020-03-16";81837.81;"heidi.miller@example.com";"+1-4317350582";"Good";"TRUE";"DevOps";"Florida"
"EMP1118";"Frank";"Garcia";"25";"Active";"2023-09-08";110855.72;"frank.garcia@example.com";"+1-1997179109";"Poor";"FALSE";"Finance";"Illinois"
"EMP1119";"Alice";"Jones";"30";"Pending";"2024-03-29";84894.52;"alice.jones@example.com";"+1-651207048";"Excellent";"TRUE";"Sales";"California"
"EMP1120";"Alice";"Garcia";"30";"Active";"2021-08-12";80668.13;"alice.garcia@example.com";"+1-6110804660";"Good";"TRUE";"HR";"Illinois"
"EMP1121";"Bob";"Jones";"25";"Active";"2023-12-24";61086.47;"bob.jones@example.com";"+1-9639907675";"Excellent";"TRUE";"DevOps";"Illinois"
"EMP1122";"Grace";"Johnson";"25";"Inactive";"2020-08-28";95339.68;"grace.johnson@example.com";"+1-9915078592";"Poor";"TRUE";"Admin";"Texas"
"EMP1123";"Eva";"Davis";"";"Inactive";"2024-09-05";83774.97;"eva.davis@example.com";"+1-1109193927";"Average";"FALSE";"DevOps";"California"
"EMP1124";"Heidi";"Jones";"";"Active";"2023-05-12";85576.86;"heidi.jones@example.com";"+1-4567972319";"Poor";"FALSE";"Admin";"Florida"
"EMP1125";"Bob";"Garcia";"35";"Pending";"2021-07-01";107438.46;"bob.garcia@example.com";"+1-249685497";"Good";"TRUE";"Finance";"California"
"EMP1126";"Eva";"Johnson";"";"Inactive";"2024-11-07";60401.68;"eva.johnson@example.com";"+1-2274954507";"Average";"FALSE";"Sales";"Nevada"
"EMP1127";"Frank";"Smith";"35";"Inactive";"2022-07-21";115299.66;"frank.smith@example.com";"+1-9203880652";"Good";"TRUE";"Sales";"Illinois"
"EMP1128";"David";"Brown";"";"Inactive";"2020-03-30";72272.34;"david.brown@example.com";"+1-3315377958";"Average";"FALSE";"Finance";"New York"
"EMP1129";"Grace";"Brown";"40";"Active";"2022-10-11";117537.71;"grace.brown@example.com";"+1-9594652169";"Excellent";"FALSE";"DevOps";"Nevada"
"EMP1130";"Frank";"Brown";"25";"Pending";"2022-07-24";51074.33;"frank.brown@example.com";"+1-7303379336";"Excellent";"TRUE";"Finance";"Texas"
"EMP1131";"Charlie";"Jones";"25";"Inactive";"2023-06-30";98489.32;"charlie.jones@example.com";"+1-5636205014";"Excellent";"FALSE";"Finance";"California"
"EMP1132";"Frank";"Smith";"";"Pending";"2024-01-11";112120.71;"frank.smith@example.com";"+1-812473949";"Poor";"TRUE";"Finance";"California"
"EMP1133";"Alice";"Jones";"";"Pending";"2023-11-02";114465.04;"alice.jones@example.com";"+1-334234257";"Good";"FALSE";"Cloud Tech";"New York"
"EMP1134";"Bob";"Davis";"40";"Pending";"2024-11-22";57035.51;"bob.davis@example.com";"+1-3230241025";"Poor";"TRUE";"Cloud Tech";"Nevada"
"EMP1135";"Eva";"Jones";"25";"Active";"2021-08-23";75092.43;"eva.jones@example.com";"+1-1534735527";"Excellent";"TRUE";"Cloud Tech";"California"
"EMP1136";"David";"Smith";"";"Pending";"2024-06-11";62603.98;"david.smith@example.com";"+1-9611223385";"Good";"FALSE";"Finance";"Illinois"
"EMP1137";"Grace";"Smith";"";"Inactive";"2023-04-09";60018.24;"grace.smith@example.com";"+1-5596309937";"Excellent";"FALSE";"DevOps";"New York"
"EMP1138";"Eva";"Davis";"40";"Active";"2024-07-05";82567.73;"eva.davis@example.com";"+1-4253042896";"Poor";"TRUE";"HR";"Nevada"
"EMP1139";"Charlie";"Smith";"25";"Pending";"2021-09-04";94725.71;"charlie.smith@example.com";"+1-3179128684";"Poor";"FALSE";"Finance";"California"
"EMP1140";"Eva";"Garcia";"40";"Inactive";"2024-10-13";83824.56;"eva.garcia@example.com";"+1-7872558776";"Poor";"FALSE";"HR";"New York"
"EMP1141";"Frank";"Smith";"";"Inactive";"2020-02-14";118456.11;"frank.smith@example.com";"+1-4969033372";"Excellent";"TRUE";"HR";"Nevada"
"EMP1142";"Eva";"Brown";"25";"Pending";"2020-04-10";113743.19;"eva.brown@example.com";"+1-6346692547";"Good";"TRUE";"Sales";"Nevada"
"EMP1143";"Eva";"Garcia";"30";"Active";"2023-07-27";63309.24;"eva.garcia@example.com";"+1-1214785389";"Good";"FALSE";"Sales";"California"
"EMP1144";"Charlie";"Garcia";"25";"Active";"2021-09-24";105202.73;"charlie.garcia@example.com";"+1-7895677664";"Excellent";"TRUE";"DevOps";"Nevada"
"EMP1145";"Frank";"Davis";"30";"Inactive";"2024-03-10";79085.22;"frank.davis@example.com";"+1-7546027340";"Good";"TRUE";"Cloud Tech";"California"
"EMP1146";"Frank";"Williams";"";"Active";"2021-06-10";113983.43;"frank.williams@example.com";"+1-5148881430";"Excellent";"TRUE";"Sales";"California"
"EMP1147";"Eva";"Williams";"35";"Active";"2020-10-15";102790.6;"eva.williams@example.com";"+1-1150835353";"Good";"FALSE";"Cloud Tech";"Florida"
"EMP1148";"Grace";"Smith";"";"Inactive";"2020-01-29";68512.1;"grace.smith@example.com";"+1-4439284043";"Average";"FALSE";"HR";"Texas"
"EMP1149";"Frank";"Garcia";"35";"Pending";"2022-01-30";57584.23;"frank.garcia@example.com";"+1-5669078262";"Average";"TRUE";"Sales";"Florida"
"EMP1150";"Alice";"Williams";"";"Pending";"2021-03-29";95335.67;"alice.williams@example.com";"+1-3373898774";"Poor";"FALSE";"Sales";"California"
"EMP1151";"Heidi";"Williams";"35";"Active";"2020-10-13";53174.28;"heidi.williams@example.com";"+1-1536637779";"Average";"TRUE";"DevOps";"Florida"
"EMP1152";"Heidi";"Smith";"25";"Pending";"2020-10-04";77205.21;"heidi.smith@example.com";"+1-5292407552";"Average";"FALSE";"Cloud Tech";"New York"
"EMP1153";"Grace";"Williams";"";"Active";"2024-12-18";79041.92;"grace.williams@example.com";"+1-6668459089";"Average";"TRUE";"DevOps";"Nevada"
"EMP1154";"Heidi";"Jones";"";"Active";"2023-11-14";75937.1;"heidi.jones@example.com";"+1-2259999662";"Excellent";"TRUE";"Finance";"California"
"EMP1155";"David";"Johnson";"35";"Inactive";"2023-01-20";113118.73;"david.johnson@example.com";"+1-6186371596";"Average";"FALSE";"Cloud Tech";"Nevada"
"EMP1156";"Alice";"Davis";"40";"Active";"2024-10-02";107693.38;"alice.davis@example.com";"+1-4121820969";"Average";"TRUE";"HR";"New York"
"EMP1157";"David";"Johnson";"";"Inactive";"2021-05-13";119217.46;"david.johnson@example.com";"+1-2316433480";"Poor";"FALSE";"Cloud Tech";"Texas"
"EMP1158";"David";"Smith";"25";"Pending";"2021-03-18";106913.71;"david.smith@example.com";"+1-7058025661";"Average";"FALSE";"Sales";"New York"
"EMP1159";"Charlie";"Brown";"";"Active";"2020-09-23";87815.08;"charlie.brown@example.com";"+1-1286716322";"Average";"TRUE";"Cloud Tech";"California"
"EMP1160";"Bob";"Davis";"25";"Inactive";"2024-06-05";105190.21;"bob.davis@example.com";"+1-4672994937";"Good";"TRUE";"Admin";"Texas"
"EMP1161";"Alice";"Smith";"30";"Active";"2024-02-28";79467.24;"alice.smith@example.com";"+1-7430271692";"Poor";"FALSE";"HR";"Texas"
"EMP1162";"Bob";"Garcia";"40";"Pending";"2023-04-30";57633.78;"bob.garcia@example.com";"+1-8597779013";"Poor";"TRUE";"Finance";"California"
"EMP1163";"Alice";"Brown";"";"Pending";"2020-03-04";54257.78;"alice.brown@example.com";"+1-7546926328";"Poor";"TRUE";"HR";"Florida"
"EMP1164";"Grace";"Johnson";"40";"Inactive";"2023-12-29";113679.06;"grace.johnson@example.com";"+1-6762916031";"Poor";"TRUE";"DevOps";"Texas"
"EMP1165";"Bob";"Smith";"35";"Active";"2020-09-15";69251.12;"bob.smith@example.com";"+1-4841376814";"Poor";"TRUE";"Sales";"New York"
"EMP1166";"Frank";"Garcia";"40";"Inactive";"2022-07-18";85388.58;"frank.garcia@example.com";"+1-1185672437";"Poor";"TRUE";"Sales";"Illinois"
"EMP1167";"Bob";"Davis";"";"Inactive";"2022-07-13";112166.37;"bob.davis@example.com";"+1-701765635";"Excellent";"FALSE";"DevOps";"New York"
"EMP1168";"Heidi";"Davis";"40";"Active";"2021-10-02";79873.48;"heidi.davis@example.com";"+1-41257770";"Average";"FALSE";"Finance";"Nevada"
"EMP1169";"Frank";"Miller";"30";"Active";"2020-07-05";108224.03;"frank.miller@example.com";"+1-1837274219";"Poor";"TRUE";"DevOps";"Florida"
"EMP1170";"Bob";"Garcia";"35";"Active";"2023-04-16";116963.72;"bob.garcia@example.com";"+1-9124186209";"Average";"TRUE";"Admin";"Illinois"
"EMP1171";"Bob";"Jones";"40";"Inactive";"2024-11-12";114109.06;"bob.jones@example.com";"+1-4275230836";"Average";"TRUE";"HR";"Nevada"
